id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,assessmentType,operationStatus
#id+code,#operation+name,#country+name,#country+code,#adm1+name,#adm1+code,#adm2+name,#adm2+code,#adm+level,#affected+idps,#date+reported,#date+year+reported,#date+month+reported,#round+code,#assessment+type,#operation+status
2437561,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,,,1,6864,2025-01-22T00:00:00,2025,1,73,BA,Active
2437723,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,,,1,27229,2025-01-22T00:00:00,2025,1,73,BA,Active
2436474,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,,,1,816,2025-01-22T00:00:00,2025,1,73,BA,Active
2437480,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,,,1,181,2025-01-22T00:00:00,2025,1,73,BA,Active
2438759,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,,,1,31017,2025-01-22T00:00:00,2025,1,73,BA,Active
2438840,Displacement due to conflict,Lebanon,LBN,North,LB5,,,1,944,2025-01-22T00:00:00,2025,1,73,BA,Active
2438921,Displacement due to conflict,Lebanon,LBN,South,LB6,,,1,43860,2025-01-22T00:00:00,2025,1,73,BA,Active
2437642,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,,,1,1165,2025-01-22T00:00:00,2025,1,73,BA,Active
2437643,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,,,1,1402,2025-01-29T00:00:00,2025,1,74,BA,Active
2438922,Displacement due to conflict,Lebanon,LBN,South,LB6,,,1,41173,2025-01-29T00:00:00,2025,1,74,BA,Active
2438841,Displacement due to conflict,Lebanon,LBN,North,LB5,,,1,278,2025-01-29T00:00:00,2025,1,74,BA,Active
2438760,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,,,1,25206,2025-01-29T00:00:00,2025,1,74,BA,Active
2437481,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,,,1,247,2025-01-29T00:00:00,2025,1,74,BA,Active
2436475,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,,,1,531,2025-01-29T00:00:00,2025,1,74,BA,Active
2437724,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,,,1,28082,2025-01-29T00:00:00,2025,1,74,BA,Active
2437562,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,,,1,6427,2025-01-29T00:00:00,2025,1,74,BA,Active
2437563,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,,,1,4946,2025-02-05T00:00:00,2025,2,75,BA,Active
2437725,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,,,1,28663,2025-02-05T00:00:00,2025,2,75,BA,Active
2436476,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,,,1,485,2025-02-05T00:00:00,2025,2,75,BA,Active
2437482,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,,,1,362,2025-02-05T00:00:00,2025,2,75,BA,Active
2438761,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,,,1,22662,2025-02-05T00:00:00,2025,2,75,BA,Active
2438842,Displacement due to conflict,Lebanon,LBN,North,LB5,,,1,139,2025-02-05T00:00:00,2025,2,75,BA,Active
2438923,Displacement due to conflict,Lebanon,LBN,South,LB6,,,1,40680,2025-02-05T00:00:00,2025,2,75,BA,Active
2437644,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,,,1,1049,2025-02-05T00:00:00,2025,2,75,BA,Active
2437645,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,,,1,1214,2025-02-14T00:00:00,2025,2,76,BA,Active
2438924,Displacement due to conflict,Lebanon,LBN,South,LB6,,,1,49507,2025-02-14T00:00:00,2025,2,76,BA,Active
2438843,Displacement due to conflict,Lebanon,LBN,North,LB5,,,1,184,2025-02-14T00:00:00,2025,2,76,BA,Active
2438762,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,,,1,23437,2025-02-14T00:00:00,2025,2,76,BA,Active
2437483,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,,,1,441,2025-02-14T00:00:00,2025,2,76,BA,Active
2436477,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,,,1,546,2025-02-14T00:00:00,2025,2,76,BA,Active
2437726,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,,,1,32087,2025-02-14T00:00:00,2025,2,76,BA,Active
2437564,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,,,1,7818,2025-02-14T00:00:00,2025,2,76,BA,Active
2437565,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,,,1,4954,2025-02-19T00:00:00,2025,2,77,BA,Active
2437727,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,,,1,30848,2025-02-19T00:00:00,2025,2,77,BA,Active
2438844,Displacement due to conflict,Lebanon,LBN,North,LB5,,,1,126,2025-02-19T00:00:00,2025,2,77,BA,Active
2436478,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,,,1,439,2025-02-19T00:00:00,2025,2,77,BA,Active
2437484,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,,,1,320,2025-02-19T00:00:00,2025,2,77,BA,Active
2438763,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,,,1,21233,2025-02-19T00:00:00,2025,2,77,BA,Active
2438925,Displacement due to conflict,Lebanon,LBN,South,LB6,,,1,40269,2025-02-19T00:00:00,2025,2,77,BA,Active
2437646,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,,,1,805,2025-02-19T00:00:00,2025,2,77,BA,Active
2437647,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,,,1,762,2025-02-28T00:00:00,2025,2,78,BA,Active
2438926,Displacement due to conflict,Lebanon,LBN,South,LB6,,,1,39026,2025-02-28T00:00:00,2025,2,78,BA,Active
2438764,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,,,1,21137,2025-02-28T00:00:00,2025,2,78,BA,Active
2437485,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,,,1,267,2025-02-28T00:00:00,2025,2,78,BA,Active
2438845,Displacement due to conflict,Lebanon,LBN,North,LB5,,,1,112,2025-02-28T00:00:00,2025,2,78,BA,Active
2436479,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,,,1,437,2025-02-28T00:00:00,2025,2,78,BA,Active
2437728,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,,,1,32180,2025-02-28T00:00:00,2025,2,78,BA,Active
2437566,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,,,1,4954,2025-02-28T00:00:00,2025,2,78,BA,Active
2437567,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,,,1,4950,2025-03-06T00:00:00,2025,3,79,BA,Active
2437729,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,,,1,32344,2025-03-06T00:00:00,2025,3,79,BA,Active
2436480,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,,,1,439,2025-03-06T00:00:00,2025,3,79,BA,Active
2438846,Displacement due to conflict,Lebanon,LBN,North,LB5,,,1,103,2025-03-06T00:00:00,2025,3,79,BA,Active
2437486,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,,,1,264,2025-03-06T00:00:00,2025,3,79,BA,Active
2438765,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,,,1,20089,2025-03-06T00:00:00,2025,3,79,BA,Active
2438927,Displacement due to conflict,Lebanon,LBN,South,LB6,,,1,36988,2025-03-06T00:00:00,2025,3,79,BA,Active
2437648,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,,,1,657,2025-03-06T00:00:00,2025,3,79,BA,Active
2437649,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,,,1,630,2025-03-13T00:00:00,2025,3,80,BA,Active
2438928,Displacement due to conflict,Lebanon,LBN,South,LB6,,,1,36198,2025-03-13T00:00:00,2025,3,80,BA,Active
2438766,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,,,1,19612,2025-03-13T00:00:00,2025,3,80,BA,Active
2437487,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,,,1,289,2025-03-13T00:00:00,2025,3,80,BA,Active
2438847,Displacement due to conflict,Lebanon,LBN,North,LB5,,,1,93,2025-03-13T00:00:00,2025,3,80,BA,Active
2436481,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,,,1,434,2025-03-13T00:00:00,2025,3,80,BA,Active
2437568,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,,,1,4790,2025-03-13T00:00:00,2025,3,80,BA,Active
2438685,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,,,1,30779,2025-03-13T00:00:00,2025,3,80,BA,Active
2438686,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,,,1,30592,2025-03-21T00:00:00,2025,3,81,BA,Active
2437569,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,,,1,4775,2025-03-21T00:00:00,2025,3,81,BA,Active
2436482,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,,,1,385,2025-03-21T00:00:00,2025,3,81,BA,Active
2438848,Displacement due to conflict,Lebanon,LBN,North,LB5,,,1,88,2025-03-21T00:00:00,2025,3,81,BA,Active
2437488,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,,,1,5204,2025-03-21T00:00:00,2025,3,81,BA,Active
2438767,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,,,1,19687,2025-03-21T00:00:00,2025,3,81,BA,Active
2438929,Displacement due to conflict,Lebanon,LBN,South,LB6,,,1,34681,2025-03-21T00:00:00,2025,3,81,BA,Active
2437650,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,,,1,625,2025-03-21T00:00:00,2025,3,81,BA,Active
16161817,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,670,2023-10-15T00:00:00,2023,10,1,BA,Active
16161818,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,684,2023-10-15T00:00:00,2023,10,2,BA,Active
16152970,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,13,2023-10-15T00:00:00,2023,10,1,BA,Active
16152971,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,13,2023-10-15T00:00:00,2023,10,2,BA,Active
16144223,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,75,2023-10-15T00:00:00,2023,10,1,BA,Active
16144224,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,125,2023-10-15T00:00:00,2023,10,2,BA,Active
16144385,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,35,2023-10-15T00:00:00,2023,10,1,BA,Active
16144386,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,35,2023-10-15T00:00:00,2023,10,2,BA,Active
16135475,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,427,2023-10-15T00:00:00,2023,10,1,BA,Active
16135476,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,776,2023-10-15T00:00:00,2023,10,2,BA,Active
16144304,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,15,2023-10-15T00:00:00,2023,10,1,BA,Active
16144305,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,86,2023-10-15T00:00:00,2023,10,2,BA,Active
16135556,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,671,2023-10-15T00:00:00,2023,10,1,BA,Active
16135557,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,916,2023-10-15T00:00:00,2023,10,2,BA,Active
16135637,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,165,2023-10-15T00:00:00,2023,10,1,BA,Active
16135638,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,1060,2023-10-15T00:00:00,2023,10,2,BA,Active
16126572,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,200,2023-10-15T00:00:00,2023,10,1,BA,Active
16126573,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,207,2023-10-15T00:00:00,2023,10,2,BA,Active
16126734,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,5,2023-10-15T00:00:00,2023,10,1,BA,Active
16126735,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,5,2023-10-15T00:00:00,2023,10,2,BA,Active
16126653,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,150,2023-10-15T00:00:00,2023,10,1,BA,Active
16126654,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,585,2023-10-15T00:00:00,2023,10,2,BA,Active
16118017,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,375,2023-10-15T00:00:00,2023,10,1,BA,Active
16118018,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,375,2023-10-15T00:00:00,2023,10,2,BA,Active
16118098,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,30,2023-10-15T00:00:00,2023,10,1,BA,Active
16118099,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,55,2023-10-15T00:00:00,2023,10,2,BA,Active
16109446,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,45,2023-10-15T00:00:00,2023,10,1,BA,Active
16109447,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,100,2023-10-15T00:00:00,2023,10,2,BA,Active
16109366,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,903,2023-10-15T00:00:00,2023,10,2,BA,Active
16109519,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,1904,2023-10-15T00:00:00,2023,10,1,BA,Active
16109520,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,1758,2023-10-15T00:00:00,2023,10,2,BA,Active
16100945,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,395,2023-10-15T00:00:00,2023,10,1,BA,Active
16100946,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,397,2023-10-15T00:00:00,2023,10,2,BA,Active
16109365,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,18,2023-10-15T00:00:00,2023,10,1,BA,Active
16100947,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,415,2023-10-16T00:00:00,2023,10,3,BA,Active
16109448,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,100,2023-10-16T00:00:00,2023,10,3,BA,Active
16109521,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,1953,2023-10-16T00:00:00,2023,10,3,BA,Active
16109367,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,903,2023-10-16T00:00:00,2023,10,3,BA,Active
16118100,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,55,2023-10-16T00:00:00,2023,10,3,BA,Active
16118019,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,405,2023-10-16T00:00:00,2023,10,3,BA,Active
16126736,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,5,2023-10-16T00:00:00,2023,10,3,BA,Active
16126655,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,680,2023-10-16T00:00:00,2023,10,3,BA,Active
16126574,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,297,2023-10-16T00:00:00,2023,10,3,BA,Active
16135639,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,1065,2023-10-16T00:00:00,2023,10,3,BA,Active
16135558,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,916,2023-10-16T00:00:00,2023,10,3,BA,Active
16144306,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,111,2023-10-16T00:00:00,2023,10,3,BA,Active
16135477,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,1536,2023-10-16T00:00:00,2023,10,3,BA,Active
16144387,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,35,2023-10-16T00:00:00,2023,10,3,BA,Active
16144225,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,128,2023-10-16T00:00:00,2023,10,3,BA,Active
16152972,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,3,2023-10-16T00:00:00,2023,10,3,BA,Active
16161819,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,1194,2023-10-16T00:00:00,2023,10,3,BA,Active
16161820,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,1230,2023-10-17T00:00:00,2023,10,4,BA,Active
16153046,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,2,25,2023-10-17T00:00:00,2023,10,4,BA,Active
16161739,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,2,5,2023-10-17T00:00:00,2023,10,4,BA,Active
16152973,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,13,2023-10-17T00:00:00,2023,10,4,BA,Active
16144226,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,303,2023-10-17T00:00:00,2023,10,4,BA,Active
16144388,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,35,2023-10-17T00:00:00,2023,10,4,BA,Active
16135478,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,1566,2023-10-17T00:00:00,2023,10,4,BA,Active
16144307,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,196,2023-10-17T00:00:00,2023,10,4,BA,Active
16135559,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,933,2023-10-17T00:00:00,2023,10,4,BA,Active
16135640,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,1072,2023-10-17T00:00:00,2023,10,4,BA,Active
16126575,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,397,2023-10-17T00:00:00,2023,10,4,BA,Active
16126656,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,680,2023-10-17T00:00:00,2023,10,4,BA,Active
16126737,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,5,2023-10-17T00:00:00,2023,10,4,BA,Active
16118020,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,405,2023-10-17T00:00:00,2023,10,4,BA,Active
16118101,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,55,2023-10-17T00:00:00,2023,10,4,BA,Active
16109368,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,903,2023-10-17T00:00:00,2023,10,4,BA,Active
16109522,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,2157,2023-10-17T00:00:00,2023,10,4,BA,Active
16109600,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,25,2023-10-17T00:00:00,2023,10,4,BA,Active
16109449,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,105,2023-10-17T00:00:00,2023,10,4,BA,Active
16100948,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,415,2023-10-17T00:00:00,2023,10,4,BA,Active
16100949,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,945,2023-10-18T00:00:00,2023,10,5,BA,Active
16109450,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,105,2023-10-18T00:00:00,2023,10,5,BA,Active
16118102,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,70,2023-10-18T00:00:00,2023,10,5,BA,Active
16109601,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,90,2023-10-18T00:00:00,2023,10,5,BA,Active
16109523,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,2187,2023-10-18T00:00:00,2023,10,5,BA,Active
16109369,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,913,2023-10-18T00:00:00,2023,10,5,BA,Active
16118021,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,415,2023-10-18T00:00:00,2023,10,5,BA,Active
16126738,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,5,2023-10-18T00:00:00,2023,10,5,BA,Active
16126657,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,715,2023-10-18T00:00:00,2023,10,5,BA,Active
16126576,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,497,2023-10-18T00:00:00,2023,10,5,BA,Active
16135641,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,1182,2023-10-18T00:00:00,2023,10,5,BA,Active
16135560,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,1163,2023-10-18T00:00:00,2023,10,5,BA,Active
16144308,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,211,2023-10-18T00:00:00,2023,10,5,BA,Active
16135479,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,1611,2023-10-18T00:00:00,2023,10,5,BA,Active
16144389,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,40,2023-10-18T00:00:00,2023,10,5,BA,Active
16144227,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,403,2023-10-18T00:00:00,2023,10,5,BA,Active
16152974,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,13,2023-10-18T00:00:00,2023,10,5,BA,Active
16161740,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,2,29,2023-10-18T00:00:00,2023,10,5,BA,Active
16153047,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,2,25,2023-10-18T00:00:00,2023,10,5,BA,Active
16161821,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,2235,2023-10-18T00:00:00,2023,10,5,BA,Active
16161822,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,2458,2023-10-21T00:00:00,2023,10,6,BA,Active
16153048,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,2,25,2023-10-21T00:00:00,2023,10,6,BA,Active
16161741,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,2,29,2023-10-21T00:00:00,2023,10,6,BA,Active
16152975,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,13,2023-10-21T00:00:00,2023,10,6,BA,Active
16161688,Displacement due to conflict,Lebanon,LBN,North,LB5,Zgharta,LB57,2,60,2023-10-21T00:00:00,2023,10,6,BA,Active
16144228,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,403,2023-10-21T00:00:00,2023,10,6,BA,Active
16144390,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,40,2023-10-21T00:00:00,2023,10,6,BA,Active
16135480,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,3276,2023-10-21T00:00:00,2023,10,6,BA,Active
16144309,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,251,2023-10-21T00:00:00,2023,10,6,BA,Active
16135561,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,1458,2023-10-21T00:00:00,2023,10,6,BA,Active
16135642,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,1812,2023-10-21T00:00:00,2023,10,6,BA,Active
16126658,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,910,2023-10-21T00:00:00,2023,10,6,BA,Active
16126739,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,35,2023-10-21T00:00:00,2023,10,6,BA,Active
16126577,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,1747,2023-10-21T00:00:00,2023,10,6,BA,Active
16118022,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,455,2023-10-21T00:00:00,2023,10,6,BA,Active
16109370,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,1163,2023-10-21T00:00:00,2023,10,6,BA,Active
16109524,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,2392,2023-10-21T00:00:00,2023,10,6,BA,Active
16109602,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,90,2023-10-21T00:00:00,2023,10,6,BA,Active
16118103,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,95,2023-10-21T00:00:00,2023,10,6,BA,Active
16109451,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,660,2023-10-21T00:00:00,2023,10,6,BA,Active
16100950,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,2274,2023-10-21T00:00:00,2023,10,6,BA,Active
16100951,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,2131,2023-10-23T00:00:00,2023,10,7,BA,Active
16109452,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,660,2023-10-23T00:00:00,2023,10,7,BA,Active
16118104,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,275,2023-10-23T00:00:00,2023,10,7,BA,Active
16109603,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,205,2023-10-23T00:00:00,2023,10,7,BA,Active
16109525,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,2433,2023-10-23T00:00:00,2023,10,7,BA,Active
16109371,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,1163,2023-10-23T00:00:00,2023,10,7,BA,Active
16118023,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,515,2023-10-23T00:00:00,2023,10,7,BA,Active
